Cümle: Ben elma yemeyi seviyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu filmi seninle birlikte tekrar tekrar izlemeye bayılıyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu yaşadığımız kötü durumdan dolayı sizi şikayet ediyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bu düşünceli davranışınızdan dolayı sizi takdir ediyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Rezalet bir hizmet anlayışınız olduğu için sizi kınıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Ne yaparsan yap sizin bu kötü tutumunuzu göz ardı edemeyeceğiz. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Böyle bir  hikayenin sonu ancak bu kadar güzel bitebilirdi. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif kalıp kuralı
Cümle: Uzun zamandır beklediğimiz bu yarışma hüsran ile sonuçlandı. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bu işin üstesinden gelebilecek kadar güçlü biri olduğumu biliyordum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu projede büyük ölçüde başarılı olacağımızı tahmin ediyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bir karar ancak bu kadar düşünmeden verilebilirdi. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif kalıp kuralı
Cümle: Görüp görebileceğim en karmaşık filmlerden bir tanesini izlemiş bulunmaktayım. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bu hoş patatesleri görünce yüzümde bir tebessüm oluştu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Başımıza ne gelirse gelsin bu projeyi hep beraber yapacağız. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Malzeme kalitesi bu kadar berbat olan bir ürünü daha önce hiçbir yerde  görmedim. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Geri bildirim hızı, bu kadar hızlı olan bir site gördüğümü hatırlamıyorum. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Kendimdeki ve etrafımdaki olayları gün geçtikçe daha iyi anlamaya başlamıştım. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bazıları müzik dinlemekten, bazıları da resim yapmaktan hoşlanır. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Çok geniş görüşlü bir insan olması onun iş dünyasındaki başarısını açıklıyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Arkamızdaki insanların bize destek olması gücümüze güç katıyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yapılan etkinlikteki yüzlerce katılımcıyı görüp heyecanlanmamak elde değildi. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif kalıp kuralı
Cümle: O kadar hoşgörülü bir insan ki herkesle çok iyi anlaşır. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Müzeye taşınan elmasın öyle paha biçilemez bir güzelliği vardı ki değerini daha da iyi anladım. | Gerçek: pozitif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Bana verdiği hediye manevi olarak çok değerli, hayatım boyunca unutamayacağım bir hediyeydi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Katıldığı yarışmada çok başarılı bir performans göstererek ödüle layık görüldü. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Hayatı boyunca kimseyi kırmamıştı, çevresindeki herkes onu çok severdi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Tüm derslerini başarıyla tamamlayarak takdir belgesi almaya hak kazandı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Babası hastayken umudunu hiç kaybetmeyerek babasının iyileşmesinde en büyük rolü o üstlendi. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Yeni müdür, okula geldiği ilk günden herkesin dikkatini çekmişti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Dürüstlük onun için en önemli şeydi, kimseye yalan söylemezdi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: fiil negatif ve negatif sıfat var
Cümle: Çok duygusal bir insan olduğu için söyleyeceklerimizi iki kere düşünür, onu kırmamaya dikkat ederdik. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: İyi dostlar destek olur. En iyi dostlar ise hiçbir şey olmamış gibi davranır. | Gerçek: pozitif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Tatilden döndüğünde o kadar değişmişti ki resmen gençleşmişti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Ailesi yarışmada dereceye girip ödül alan çocuklarıyla inanılmaz gururluydular. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu marka ürettiği ürünlerin kalitesini uluslararası çapta ispat etmişti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: İlk defa geldiğim bu lokantada yediğim yemek çok lezzetliydi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Merhametli olmak ağlayanla ağlamak değildir. Ağlayanın gözyaşını dindirecek bir çözüm yolu bulmak ya bulmaya çalışmaktır. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Yaptığı başarılı işlere rağmen çok mütevazi bir insan olduğundan dolayı övülmeyi hiç sevmezdi. | Gerçek: pozitif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Aylarca yılmadan çalışan ekip, ortaya mükemmel bir proje çıkartarak dereceye girdi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: pozitif kalıp kuralı
Cümle: Hayatımda gördüğüm en mantıklı insandı, attığı her adımdan önce o adımın sonuçlarını düşünürdü. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yıllarca süründükten sonra şans eseri bir gecede yıldızı parladı ve bu günlere geldi. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Film galasında giydiği modası geçmiş giysilerle hepimizin gözlerini kanattı. | Gerçek: negatif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Asosyal bir insan olması nedeniyle hiç arkadaşı yoktu, hep yalnızdı. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Düşmanca tavırları artık kendisine zarar vermeye başlamıştı, herkes ondan uzaklaşıyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Aralarında kan davası bulunan iki ailenin düşmanlıkları bir türlü sona ermiyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Babası, annesini ve kendisini 10 yıl önce terk etmiş ve asla geri dönmemiş. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: O kadar iğrenç bir insan ki hepimiz ondan nefret ediyoruz. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Yapılan araştırmalara göre Türkiye'de yoksulluk oranı her geçen gün artıyor. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Konferansta saçma söylemlerde bulunan kişiyi hiçkimse sevmiyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Bursa-İzmir yolunda meydana gelen kazada 5 ölü,  6 yaralı bulunuyor. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Rivayete göre, Derecik köyünde bulunan lanetli eve girenler geri çıktıklarında psikolojileri bozuluyormuş. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Uyuşturucu bağımlılığı her yıl milyonlarca gencin hayatını söndürüyor. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Başımın ağrısı o kadar kuvvetliydi ki öleceğimi zannettim. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Türkiye'de toplumsal şiddet her geçen gün artıyor.  | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Karşıya geçmek isterken kamyonun altında kalan kadının hayatını kaybettiği anlar yayında. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: O kadar antipatik bir insandı ki her gördüğümde yeniden tiksiniyordum. | Gerçek: negatif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Egoist bir insan olduğu için onunla konuşmamayı tercih ediyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Kendini beğenmiş, burnu havada dolanan mızmızın tekiydi. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif kalıp kuralı
Cümle: Her yıl kanserden dolayı ortalama 10 milyon ölüm gerçekleşiyor. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Korona yüzünden asosyal insanlara dönüştük, evden dışarı çıkamıyoruz. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Onun, bugün derste hocaya yaptığı hareket çok saçmaydı. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: 1 haftadır yaptığı saçma hareketlerle beni kışkırtmaya çalışıyor, en sonunda kendime hakim olamayacağım. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: İzlediğimiz film o kadar korkunçtu ki kalp krizi geçirmemize ramak kalmıştı. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Son günlerde gizli bir numara beni arayarak sürekli rahatsız ediyor. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Ona o kadar kızgınım ki bir daha yüzünü bile görmek istemiyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Yaptığı hatanın farkına varıp, düzeltmeden artık hayatımda ona yer yok. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Projemizden başarılı bir sonuç elde etmeyi dört gözle bekliyoruz. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yarın planladığımız geziye ne yazık ki gidemeyeceğiz. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif kalıp kuralı
Cümle: Buradaki markette istediğim markanın ürününü bulamadığım için şanssız hissediyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Eyvah!  Hem Türkçe hem Matematik ödevimi yapmayı unuttum. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Bu eser serginin olmazsa olmaz eşsiz parçalarından birisidir. | Gerçek: pozitif | Tahmin: pozitif | Sebep: son iki fiil olumsuz
Cümle: Tüh !  Sınavda bu soruyu böyle çözmek aklıma bir türlü gelmedi. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Böyle büyük bir sorunla nasıl başa çıkacağımı hiç bilmiyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Günün birinde bu kötü sır  büyük bir olayın başlangıcı olacak. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Böyle giderse bu ödevden iyi bir puan alamayacağız. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Küçüklüğümden beri voleybol oynamakla  aram baya iyidir. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Gelecekte çocuklarım için güvenli ve sağlıklı bir yaşam diliyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu çiçekleri çabuk iyileşebilmen dileğiyle sana gönderdim. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Seneye iyi bir üniversitede  okuyacağın için şimdiden tebrik ediyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yalan söylenmesinden hoşlanmadığımı bile bile bunu yaptığın için seni asla affetmeyeceğim. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Böyle bir etkinlik için zaman ayırdığıma inanamıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Yaptığınız kaba ve kötü davranışlar doğrultusunda işinize son vermek zorundayım . | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Yarınki doğum günü partimi düşündükçe heyecandan yerimde duramıyorum. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Günün bir kısmını kardeşlerimle geçirmek kadar güzel bir şey yok. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: En ufak bir olayda anında şiddete başvuran insanlardan haz etmiyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Biraz önce duyduğum şey hayatımdaki en saçma fikirlerden biriydi. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Ne olursa olsun yanımda durmaktan vazgeçmediğin için teşekkür ederim. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Beklediğim  kadar iyi bir tecrübe edinemediğim için üzgünüm. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Bugüne kadar yapmış oldukların arasında en berbat olanı buydu. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Onun açısından düşününce bunun faydalı olacağını düşünmüyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Onunla gözgöze geldiğimde nedenini bilmediğim bir şekilde donup kalmıştım. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Mahsur kaldığımız orman zifiri karanlık ve çok tenha bir yerde  olunca arkadaşım korkudan bayıldı. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Gideceğimiz yerde çok rahat bir şekilde yaşayabileceğimiz için bizden mutlusu yok. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Başladığın bir işi bu kadar kusursuz yapılabileceğini hiç hayal etmemiştim. | Gerçek: pozitif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Durduğumuz dinlenme tesisi muhteşem bir manzaraya sahipti . | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Böyle bir durumla tek başına başa çıkabileceğini düşünmek akıl karı değildi. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Ailem yanımda olduğu sürece sırtımın yere gelmeyeceğini biliyorum ve seviniyorum. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Annesi çocuğunun kötü bir şey yaptığını düşünmediği için onu uyarma gereği duymadı. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Başımdan geçen onca olaya rağmen iyi düşünmeye çalışıyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: İnsanların bana dik dik bakması  beni çok rahatsız ediyor . | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Günün sonunda yine ben kazanmış olacağım için hiç olmadığım kadar mutluyum . | Gerçek: pozitif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Yaptığı hatayı telafi etmek için bu kadar çabaladığını görünce onun hakkında düşüncelerim iyi yönde değişti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Hayatımda bir şeylerin yolunda gitmesi için daha ne kadar çabalamam gerektiği hakkında hiçbir fikrim yok. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Gün geçtikçe aramızdaki ilişkinin daha da büyümesi  beni hiç olmadığım kadar mutlu ediyor. | Gerçek: pozitif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Güvendiğim kişilerle birlikte olunca hiçbir şüphe duymadan istediğim yolda yürümeye devam edebiliyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Sayısal analiz dersinin final sınavından 80 puan alıp dersi geçtiğim için çok mutluyum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu yıl da geçen seneki gibi elemeleri geçip mülakata gireceğim için çok hevesliyim. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu sene baharda havalar çok güzel olduğu için her hafta sonu pikniğe gittik. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bugün ilk dersimiz beden eğitimi olduğu için kendimi enerjik hissediyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu hafta sonu girdiğim ehliyet sınavı çok iyi geçtiği için yarın akşam arkadaşlarımla kutlama yemeğine çıkacağız. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu sene Haziran ayında üniversiteden mezun olacağım için çok sevinçliyim. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu hafta pazar günü ailemle birlikte kahvaltıya çıkıp keyifli bir gün geçirdik. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Ayşe geçen sene gittiği ingilizce kursu sayesinde erasmus sınavını kazandı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Mahalledeki çocuklar okullarının bahçesine park yapıldığı için çok sevinçli görünüyorlar. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bugün kedisinin 3 yaş doğum gününü kutlarken yeni kedi sahipleneceği haberini duyurduğu için çok mutluydu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Düğünde giydiği siyah elbise onun üzerinde çok büyüleyici görünüyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: İrem 23 Nisan Ulusal Egemenlik ve Çocuk Bayramı için yazdığı şiiri coşkulu bir şekilde okudu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Nazlı Kemal'in evlilik teklifi için aldığı çiçekleri ve yüzüğü çok beğendiğini söyledi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Geçen sene yazın ailem ile birlikte gittiğimiz Demet Akalın ve Hadise konseri muhteşemdi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Üstün başarılarından dolayı bu sene de ödül aldığı için kardeşi Fatma ile gurur duyuyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yeni sahiplendiği kedinin sağlıklı olduğunu öğrendiğinden beri içi çok rahatladı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Şirketteki başarılarından dolayı Alperen'e onur ve başarı belgesi takdim edildi. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif kalıp kuralı
Cümle: Sonunda ingilizce kursunun sınavında başarılı olup bir kur daha atlayabildiği için çok sevinçliydi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu sene yapacakları projenin sonunda para ödülü verilecek olması onları motive etti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Okul hayatı boyunca başarılı bir öğrenci olup hep takdir belgesi almış. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yaptığı ilk iş başvurusu kısa sürede kabul edilince sevinç çığlıkları atmaya başladı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Ali bu sene ilkokul 1. sınıfa başlayacağı için çok heyecanlıydı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu yıl doğum gününde hediye ettiğim beyaz elbiseyi çok beğendiğini söyledi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Tatilde kaldığım 5 yıldızlı otelin balkonunun manzarasının güzelliği hala aklımdan çıkmıyor. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Geçtiğimiz yıl Ekim ayında bahçesine diktiği tüm fidanlar tuttuğu için çok mutlu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Prison Break bugüne dek hayatımda izlediğim en kötü senaryolu diziydi. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Mehmet hasta olduğu için annesi bu hafta okula gelemeyeceğini söyledi. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Ayşe bu sene kayak yaparken ayağını kırdığı için olimpiyatlara katılmayacak. | Gerçek: negatif | Tahmin: pozitif | Sebep: son iki fiil olumsuz
Cümle: Derslerine çalışmayıp sınavda dereceye giremediği için bütün gün çok ağlamış. | Gerçek: negatif | Tahmin: pozitif | Sebep: son iki fiil olumsuz
Cümle: 2020 yılında korona virüs hastalığı başladığı için hiç güzel bir sene değildi. | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Çocukken mutfakta yaşadığım talihsizlikten dolayı yemek yapmayı hiç sevmiyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Yeni evine taşınırken çalışma masası kırıldığı için çok üzgün görünüyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Çalıştığı fabrikada patronu kötü davrandığı için bu hafta istifa dilekçesini verecekmiş. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Beyza bu hafta kar yağışı hiç durmadığı için iş seyahatine çıkamadı. | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Kuzenim yeni aldığı bisikleti sürerken taşlı yollarda dengesini kaybedip düşmüş. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Bütün çocuklar babası ve annesi tartıştığı zaman bundan kötü etkilenip üzülür. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Üniversite yemekhanesindeki yemeklerin içinde çok fazla tuz olduğu için bugün kimse yemek yiyemedi. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Köydeki çiftçiler bu yıl kuraklıktan dolayı hasatın çok kötü geçtiğini söylediler. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: İzmir'de çalıştığı dönemde geçirdiği trafik kazası sonucu amcam vefat etti. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Kötü hava koşullarından dolayı İstanbul Sabiha Gökçen havalimanındaki tüm uçuşlar iptal edildi. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Kardeşim bu hafta içi girdiği futbol müsabakasını kaybettiği için çok ağladı. | Gerçek: negatif | Tahmin: pozitif | Sebep: son iki fiil olumsuz
Cümle: Geçtiğimiz hafta yağmurlu havada yürüyüşe çıktığı için üşütüp hasta oldu. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: İnternetten sipariş verdiğim ürün bir haftadır kargoya verilmediği için siparişi iptal etmek zorunda kaldım. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Bu sene İzmir'de olan depremde binaların temelleri sağlam olmadığı için yıkılmış. | Gerçek: negatif | Tahmin: pozitif | Sebep: son iki fiil olumsuz
Cümle: Kaldığım yurtta soğuk havalarda kaloriferleri açmadıkları için hasta oldum ve okula gidemedim. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: O projelerde etkin olarak rol üstlenen bir öğrenci olmadığı için düşük not aldı. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Kütahya'da kaldığımız zaman yemekhanede yediğimiz yemeklerden zehirlendik ve hepimiz hasta olduk. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Ayşe ikinci kez korona virüs hastalığına yakalandığı için çok mutsuzdu. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Merdivenlerden inerken dengesini kaybedip yere düştü ve maalesef ayağı kırıldı. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif kalıp kuralı
Cümle: Akşam yemeği için vermiş olduğum yemek siparişim çok geç geldiğinden dolayı yemekler soğumuştu. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Geçen yıl doğum gününde iki arkadaşının birlikte aldığı çanta çok güzeldi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu kitap son zamanlarda okuduğum en güzel ve etkileyici kitaptı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yetenekli olduğu için ilkokul öğretmeninin yönlendirmesiyle severek resim çizmeye başlamıştı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: İstediği bölümü kazanmış olduğu için okulun açılmasını dört gözle bekliyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
